"Story","Title","Result","Date","Stability","Duration (s)"
"Add Data Pasien - Admin","As a admin i want to add data pasien","SUCCESS","2022-06-26T13:49:24.7547075+07:00[Asia/Bangkok]","0.0","176.89"
"Add Data Pasien - Admin","As a admin i want to add data pasien but not gander","SUCCESS","2022-06-26T13:52:21.6788205+07:00[Asia/Bangkok]","0.0","14.6"
