"Story","Title","Result","Date","Stability","Duration (s)"
"Add Kelola Jadwal - Admin","As a admin i want to Add Manage Schedule Rawat Biasa","SUCCESS","2022-06-26T13:52:48.0716445+07:00[Asia/Bangkok]","0.0","12.18"
