"Story","Title","Result","Date","Stability","Duration (s)"
"Delete Data Pasien - Admin","As a admin i want to delete data pasien","SUCCESS","2022-06-26T13:53:08.6128244+07:00[Asia/Bangkok]","0.0","7.57"
