"Story","Title","Result","Date","Stability","Duration (s)"
"View Kelola Jadwal - Admin","As a admin i want to View Manage Schedule","SUCCESS","2022-06-26T13:59:40.770809+07:00[Asia/Bangkok]","0.0","6.81"
