"Story","Title","Result","Date","Stability","Duration (s)"
"Edit Data Pasien - Admin","As a admin i want to edit data pasien","SUCCESS","2022-06-26T13:55:41.2626074+07:00[Asia/Bangkok]","0.0","137.77"
"Edit Data Pasien - Admin","As a admin i want to edit data pasien but not gander","SUCCESS","2022-06-26T13:57:59.0604612+07:00[Asia/Bangkok]","0.0","18.72"
