"Story","Title","Result","Date","Stability","Duration (s)"
"Search Data Pasien - Admin","As a admin i want to delete data pasien","SUCCESS","2022-06-23T20:41:10.2604222+07:00[Asia/Bangkok]","0.0","9.8"
