"Story","Title","Result","Date","Stability","Duration (s)"
"Kelola jadwal - admin","As a admin i want to view Manage Schedule","SUCCESS","2022-06-23T20:28:06.2730077+07:00[Asia/Bangkok]","0.0","48.89"
