"Story","Title","Result","Date","Stability","Duration (s)"
"Edit Data Dokter - Admin","As a admin i want to edit data dokter","SUCCESS","2022-06-23T20:34:58.2679555+07:00[Asia/Bangkok]","0.0","201.56"
"Edit Data Pasien - Admin","As a admin i want to edit data pasien","SUCCESS","2022-06-23T20:38:19.8747998+07:00[Asia/Bangkok]","0.0","156.91"
