"Story","Title","Result","Date","Stability","Duration (s)"
"Search Data Dokter - Admin","As a admin i want to delete data dokter","SUCCESS","2022-06-26T13:58:37.4635568+07:00[Asia/Bangkok]","0.0","19.93"
