"Story","Title","Result","Date","Stability","Duration (s)"
"Add Kelola Jadwal - Admin","As a admin i want to Add Manage Schedule Rawat Biasa - Tidak memilih Perawat","SUCCESS","2022-07-10T16:32:43.4816668+07:00[Asia/Bangkok]","0.0","31.38"
