"Story","Title","Result","Date","Stability","Duration (s)"
"Delete Data Dokter - Admin","As a admin i want to delete data dokter - No","SUCCESS","2022-07-16T12:37:43.9781309+07:00[Asia/Bangkok]","0.0","30.57"
"Delete Data Dokter - Admin","As a admin i want to delete data dokter - Yes","SUCCESS","2022-07-16T12:38:14.5553369+07:00[Asia/Bangkok]","0.0","30.76"
