"Story","Title","Result","Date","Stability","Duration (s)"
"Data Dokter Admin","As a admin i want to delete data dokter - Yes","ERROR","2022-07-18T10:15:47.6072699+07:00[Asia/Bangkok]","0.0","31.63"
