"Story","Title","Result","Date","Stability","Duration (s)"
"Data Dokter Admin","As a admin i want to delete data dokter - No","SUCCESS","2022-07-18T10:15:13.9722186+07:00[Asia/Bangkok]","0.0","33.62"
