"Story","Title","Result","Date","Stability","Duration (s)"
"Add Kelola Jadwal - Admin","As a admin i want to Add Manage Schedule Rawat Jalan","SUCCESS","2022-07-16T12:34:52.8511881+07:00[Asia/Bangkok]","0.0","48.33"
