"Story","Title","Result","Date","Stability","Duration (s)"
"Add Data Pasien - Admin","As a admin i want to add data pasien (JK Laki-Laki) - Valid","SUCCESS","2022-07-16T12:28:46.5308677+07:00[Asia/Bangkok]","0.0","33.81"
"Add Data Pasien - Admin","As a admin i want to add data pasien (JK Laki-Laki) - Kosong","FAILURE","2022-07-16T12:29:43.8066881+07:00[Asia/Bangkok]","0.0","170.09"
