"Story","Title","Result","Date","Stability","Duration (s)"
"View Arsip Jadwal - Admin","As a admin i want to View archive","SUCCESS","2022-07-16T12:52:34.9032122+07:00[Asia/Bangkok]","0.0","21.95"
