"Story","Title","Result","Date","Stability","Duration (s)"
"Data Dokter Admin","As a admin i want to add data dokter - Kosong","ERROR","2022-07-18T15:40:37.9718181+07:00[Asia/Bangkok]","0.0","227.12"
"Data Dokter Admin","As a admin i want to delete data dokter","ERROR","2022-07-18T15:55:13.2994967+07:00[Asia/Bangkok]","0.0","65.24"
